"season","date","team","o_team","payout","total_pts_proj_om"
2015,2016-01-30,"Rockets","Wizards",-105,218.5
2015,2016-01-30,"Kings","Grizzlies",-105,206.5
2015,2016-01-30,"Grizzlies","Kings",-105,206.5
2015,2016-01-30,"Spurs","Cavaliers",-105,203
2015,2016-01-30,"Cavaliers","Spurs",-105,203
2015,2016-01-31,"Bulls","Clippers",-104,203
2015,2016-01-31,"Clippers","Bulls",-106,203
2015,2016-01-31,"Celtics","Magic",-105,203.5
2015,2016-01-31,"Magic","Celtics",-105,203.5
2015,2016-01-31,"Hawks","Heat",-110,197.5
2015,2016-01-31,"Heat","Hawks",100,197.5
2015,2016-01-31,"Suns","Mavericks",-105,198.5
2015,2016-01-31,"Mavericks","Suns",-105,198.5
2015,2016-01-31,"Warriors","Knicks",-105,218.5
2015,2016-01-31,"Knicks","Warriors",-105,218.5
2015,2016-01-31,"Timberwolves","Trailblazers",-105,208.5
2015,2016-01-31,"Trailblazers","Timberwolves",-105,208.5
2015,2016-01-31,"Hornets","Lakers",-105,201
2015,2016-01-31,"Lakers","Hornets",-105,201
2015,2016-02-01,"Cavaliers","Pacers",-105,208.5
2015,2016-02-01,"Pacers","Cavaliers",-105,208.5
2015,2016-02-01,"Pistons","Nets",-105,202.5
2015,2016-02-01,"Nets","Pistons",-105,202.5
2015,2016-02-01,"Mavericks","Hawks",-105,198.5
2015,2016-02-01,"Hawks","Mavericks",-105,198.5
2015,2016-02-01,"Grizzlies","Pelicans",-105,203
2015,2016-02-01,"Pelicans","Grizzlies",-105,203
2015,2016-02-01,"Wizards","Thunder",-105,223
2015,2016-02-01,"Thunder","Wizards",-105,223
2015,2016-02-01,"Magic","Spurs",100,201.5
2015,2016-02-01,"Spurs","Magic",-110,201.5
2015,2016-02-01,"Bulls","Jazz",-105,191
2015,2016-02-01,"Jazz","Bulls",-105,191
2015,2016-02-01,"Raptors","Nuggets",-105,205.5
2015,2016-02-01,"Nuggets","Raptors",-105,205.5
2015,2016-02-01,"Bucks","Kings",-105,214
2015,2016-02-01,"Kings","Bucks",-105,214
2015,2016-02-02,"Celtics","Knicks",-105,208.5
2015,2016-02-02,"Knicks","Celtics",-105,208.5
2015,2016-02-02,"Heat","Rockets",-113,210.5
2015,2016-02-02,"Rockets","Heat",102,210.5
2015,2016-02-02,"Raptors","Suns",-105,198
2015,2016-02-02,"Suns","Raptors",-105,198
2015,2016-02-02,"Bucks","Trailblazers",-105,205.5
2015,2016-02-02,"Trailblazers","Bucks",-105,205.5
2015,2016-02-02,"Timberwolves","Lakers",-105,205.5
2015,2016-02-02,"Lakers","Timberwolves",-105,205.5
2015,2016-02-03,"Cavaliers","Hornets",104,202
2015,2016-02-03,"Hornets","Cavaliers",-115,202
2015,2016-02-03,"Hawks","Seventysixers",-105,208.5
2015,2016-02-03,"Seventysixers","Hawks",-105,208.5
2015,2016-02-03,"Pacers","Nets",-105,199
2015,2016-02-03,"Nets","Pacers",-105,199
2015,2016-02-03,"Pistons","Celtics",-105,209.5
2015,2016-02-03,"Celtics","Pistons",-105,209.5
2015,2016-02-03,"Magic","Thunder",-105,211.5
2015,2016-02-03,"Thunder","Magic",-105,211.5
2015,2016-02-03,"Warriors","Wizards",-105,227
2015,2016-02-03,"Wizards","Warriors",-105,227
2015,2016-02-03,"Heat","Mavericks",-105,194.5
2015,2016-02-03,"Mavericks","Heat",-105,194.5
2015,2016-02-03,"Pelicans","Spurs",100,207
2015,2016-02-03,"Spurs","Pelicans",-110,207
2015,2016-02-03,"Nuggets","Jazz",-105,195
2015,2016-02-03,"Jazz","Nuggets",-105,195
2015,2016-02-03,"Bulls","Kings",-110,212.5
2015,2016-02-03,"Kings","Bulls",100,212.5
2015,2016-02-03,"Timberwolves","Clippers",-105,210
2015,2016-02-03,"Clippers","Timberwolves",-105,210
2015,2016-02-04,"Knicks","Pistons",-103,201
2015,2016-02-04,"Pistons","Knicks",-107,201
2015,2016-02-04,"Lakers","Pelicans",-103,210
2015,2016-02-04,"Pelicans","Lakers",-107,210
2015,2016-02-04,"Raptors","Trailblazers",102,206.5
2015,2016-02-04,"Trailblazers","Raptors",-113,206.5
2015,2016-02-04,"Rockets","Suns",-104,217.5
2015,2016-02-04,"Suns","Rockets",-106,217.5
2015,2016-02-05,"Heat","Hornets",-105,194.5
2015,2016-02-05,"Hornets","Heat",-105,194.5
2015,2016-02-05,"Pacers","Hawks",-105,209
2015,2016-02-05,"Hawks","Pacers",-105,209
2015,2016-02-05,"Seventysixers","Wizards",-105,214
2015,2016-02-05,"Wizards","Seventysixers",-105,214
2015,2016-02-05,"Clippers","Magic",-105,205
2015,2016-02-05,"Magic","Clippers",-105,205
2015,2016-02-05,"Celtics","Cavaliers",-105,210.5
2015,2016-02-05,"Cavaliers","Celtics",-105,210.5
2015,2016-02-05,"Grizzlies","Knicks",-105,193.5
2015,2016-02-05,"Knicks","Grizzlies",-105,193.5
2015,2016-02-05,"Kings","Nets",-105,213.5
2015,2016-02-05,"Nets","Kings",-105,213.5
2015,2016-02-05,"Bucks","Jazz",-105,188
2015,2016-02-05,"Jazz","Bucks",-105,188
2015,2016-02-05,"Bulls","Nuggets",-105,206.5
2015,2016-02-05,"Nuggets","Bulls",-105,206.5
2015,2016-02-05,"Spurs","Mavericks",-105,197
2015,2016-02-05,"Mavericks","Spurs",-105,197
2015,2016-02-06,"Trailblazers","Rockets",-105,218
2015,2016-02-06,"Rockets","Trailblazers",-105,218
2015,2016-02-06,"Wizards","Hornets",-105,210.5
2015,2016-02-06,"Hornets","Wizards",-105,210.5
2015,2016-02-06,"Pistons","Pacers",-105,203.5
2015,2016-02-06,"Pacers","Pistons",-105,203.5
2015,2016-02-06,"Pelicans","Cavaliers",-105,206.5
2015,2016-02-06,"Cavaliers","Pelicans",-105,206.5
2015,2016-02-06,"Nets","Seventysixers",-105,205.5
2015,2016-02-06,"Seventysixers","Nets",-105,205.5
2015,2016-02-06,"Mavericks","Grizzlies",-105,192.5
2015,2016-02-06,"Grizzlies","Mavericks",-105,192.5
2015,2016-02-06,"Bulls","Timberwolves",-105,204.5
2015,2016-02-06,"Timberwolves","Bulls",-105,204.5
2015,2016-02-06,"Lakers","Spurs",-105,205
2015,2016-02-06,"Spurs","Lakers",-105,205
2015,2016-02-06,"Jazz","Suns",-105,189
2015,2016-02-06,"Suns","Jazz",-105,189
2015,2016-02-06,"Thunder","Warriors",-105,232.5
2015,2016-02-06,"Warriors","Thunder",-105,232.5
2015,2016-02-07,"Kings","Celtics",-110,217.5
2015,2016-02-07,"Celtics","Kings",100,217.5
2015,2016-02-07,"Nuggets","Knicks",-105,202
2015,2016-02-07,"Knicks","Nuggets",-105,202
2015,2016-02-07,"Hawks","Magic",-103,202.5
2015,2016-02-07,"Magic","Hawks",-107,202.5
2015,2016-02-07,"Clippers","Heat",-107,195
2015,2016-02-07,"Heat","Clippers",-103,195
2015,2016-02-08,"Bulls","Hornets",-106,200
2015,2016-02-08,"Hornets","Bulls",-104,200
2015,2016-02-08,"Kings","Cavaliers",102,218
2015,2016-02-08,"Cavaliers","Kings",-113,218
2015,2016-02-08,"Clippers","Seventysixers",102,207.5
2015,2016-02-08,"Seventysixers","Clippers",-113,207.5
2015,2016-02-08,"Lakers","Pacers",-106,206.5
2015,2016-02-08,"Pacers","Lakers",-104,206.5
2015,2016-02-08,"Nuggets","Nets",-106,205.5
2015,2016-02-08,"Nets","Nuggets",-104,205.5
2015,2016-02-08,"Raptors","Pistons",-107,206.5
2015,2016-02-08,"Pistons","Raptors",-103,206.5
2015,2016-02-08,"Pelicans","Timberwolves",-106,210.5
2015,2016-02-08,"Timberwolves","Pelicans",-104,210.5
2015,2016-02-08,"Magic","Hawks",100,202.5
2015,2016-02-08,"Hawks","Magic",-110,202.5
2015,2016-02-08,"Trailblazers","Grizzlies",-102,198.5
2015,2016-02-08,"Grizzlies","Trailblazers",-108,198.5
2015,2016-02-08,"Thunder","Suns",-108,214.5
2015,2016-02-08,"Suns","Thunder",-102,214.5
2015,2016-02-09,"Spurs","Heat",-113,193
2015,2016-02-09,"Heat","Spurs",102,193
2015,2016-02-09,"Wizards","Knicks",-110,207
2015,2016-02-09,"Knicks","Wizards",100,207
2015,2016-02-09,"Celtics","Bucks",-107,208.5
2015,2016-02-09,"Bucks","Celtics",-103,208.5
2015,2016-02-09,"Jazz","Mavericks",-110,185.5
2015,2016-02-09,"Mavericks","Jazz",100,185.5
2015,2016-02-09,"Rockets","Warriors",-104,229.5
2015,2016-02-09,"Warriors","Rockets",-106,229.5
2015,2016-02-10,"Spurs","Magic",-103,203
2015,2016-02-10,"Magic","Spurs",-107,203
2015,2016-02-10,"Kings","Seventysixers",-105,219.5
2015,2016-02-10,"Seventysixers","Kings",-105,219.5
2015,2016-02-10,"Hornets","Pacers",102,201.5
2015,2016-02-10,"Pacers","Hornets",-113,201.5
2015,2016-02-10,"Nuggets","Pistons",-107,207.5
2015,2016-02-10,"Pistons","Nuggets",-103,207.5
2015,2016-02-10,"Grizzlies","Nets",-103,198
2015,2016-02-10,"Nets","Grizzlies",-107,198
2015,2016-02-10,"Clippers","Celtics",-109,210.5
2015,2016-02-10,"Celtics","Clippers",-101,210.5
2015,2016-02-10,"Lakers","Cavaliers",-110,210.5
2015,2016-02-10,"Cavaliers","Lakers",100,210.5
2015,2016-02-10,"Jazz","Pelicans",-104,194
2015,2016-02-10,"Pelicans","Jazz",-106,194
2015,2016-02-10,"Hawks","Bulls",-103,206
2015,2016-02-10,"Bulls","Hawks",-107,206
2015,2016-02-10,"Raptors","Timberwolves",-101,207
2015,2016-02-10,"Timberwolves","Raptors",-109,207
2015,2016-02-10,"Warriors","Suns",102,221
2015,2016-02-10,"Suns","Warriors",-113,221
2015,2016-02-10,"Rockets","Trailblazers",-105,214.5
2015,2016-02-10,"Trailblazers","Rockets",-105,214.5
2015,2016-02-11,"Pelicans","Thunder",-106,218
2015,2016-02-11,"Thunder","Pelicans",-104,218
2015,2016-02-11,"Wizards","Bucks",-108,214
2015,2016-02-11,"Bucks","Wizards",-102,214
2015,2016-02-18,"Bulls","Cavaliers",-101,206
2015,2016-02-18,"Cavaliers","Bulls",-109,206
2015,2016-02-18,"Spurs","Clippers",-104,207
2015,2016-02-18,"Clippers","Spurs",-106,207
2015,2016-02-18,"Jazz","Wizards",-105,195
2015,2016-02-18,"Wizards","Jazz",-105,195
2015,2016-02-19,"Pistons","Wizards",-110,209.5
2015,2016-02-19,"Wizards","Pistons",100,209.5
2015,2016-02-19,"Mavericks","Magic",-102,200
2015,2016-02-19,"Magic","Mavericks",-108,200
2015,2016-02-19,"Knicks","Nets",-105,199
2015,2016-02-19,"Nets","Knicks",-105,199
2015,2016-02-19,"Seventysixers","Pelicans",-102,205
2015,2016-02-19,"Pelicans","Seventysixers",-108,205
2015,2016-02-19,"Heat","Hawks",-110,197
2015,2016-02-19,"Hawks","Heat",100,197
2015,2016-02-19,"Pacers","Thunder",-108,215
2015,2016-02-19,"Thunder","Pacers",-102,215
2015,2016-02-19,"Timberwolves","Grizzlies",-105,205
2015,2016-02-19,"Grizzlies","Timberwolves",-105,205
2015,2016-02-19,"Raptors","Bulls",-108,200
2015,2016-02-19,"Bulls","Raptors",-102,200
2015,2016-02-19,"Hornets","Bucks",-105,202
2015,2016-02-19,"Bucks","Hornets",-105,202
2015,2016-02-19,"Rockets","Suns",-105,214
2015,2016-02-19,"Suns","Rockets",-105,214
2015,2016-02-19,"Nuggets","Kings",-102,219
2015,2016-02-19,"Kings","Nuggets",-108,219
2015,2016-02-19,"Warriors","Trailblazers",-105,225.5
2015,2016-02-19,"Trailblazers","Warriors",-105,225.5
2015,2016-02-19,"Spurs","Lakers",-105,201
2015,2016-02-19,"Lakers","Spurs",-105,201
2015,2016-02-19,"Celtics","Jazz",-105,198.5
2015,2016-02-19,"Jazz","Celtics",-105,198.5
2015,2016-02-20,"Wizards","Heat",-108,202
2015,2016-02-20,"Heat","Wizards",-102,202
2015,2016-02-20,"Bucks","Hawks",-105,206.5
2015,2016-02-20,"Hawks","Bucks",-105,206.5
2015,2016-02-20,"Knicks","Timberwolves",100,207.5
2015,2016-02-20,"Timberwolves","Knicks",-110,207.5
2015,2016-02-20,"Warriors","Clippers",-107,228
2015,2016-02-20,"Clippers","Warriors",-103,228
2015,2016-02-21,"Cavaliers","Thunder",-108,219
2015,2016-02-21,"Thunder","Cavaliers",-102,219
2015,2016-02-21,"Pelicans","Pistons",100,206.5
2015,2016-02-21,"Pistons","Pelicans",-110,206.5
2015,2016-02-21,"Spurs","Suns",-105,204
2015,2016-02-21,"Suns","Spurs",-105,204
2015,2016-02-21,"Celtics","Nuggets",-105,213.5
2015,2016-02-21,"Nuggets","Celtics",-105,213.5
2015,2016-02-21,"Pacers","Magic",-105,203
2015,2016-02-21,"Magic","Pacers",-105,203
2015,2016-02-21,"Grizzlies","Raptors",-105,202
2015,2016-02-21,"Raptors","Grizzlies",-105,202
2015,2016-02-21,"Hornets","Nets",-108,204.5
2015,2016-02-21,"Nets","Hornets",-102,204.5
2015,2016-02-21,"Seventysixers","Mavericks",-105,205.5
2015,2016-02-21,"Mavericks","Seventysixers",-105,205.5
2015,2016-02-21,"Lakers","Bulls",-105,210
2015,2016-02-21,"Bulls","Lakers",-105,210
2015,2016-02-21,"Jazz","Trailblazers",-105,196.5
2015,2016-02-21,"Trailblazers","Jazz",-105,196.5
2015,2016-02-22,"Pistons","Cavaliers",102,206.5
2015,2016-02-22,"Cavaliers","Pistons",-113,206.5
2015,2016-02-22,"Pacers","Heat",-105,202
2015,2016-02-22,"Heat","Pacers",-105,202
2015,2016-02-22,"Raptors","Knicks",-105,203.5
2015,2016-02-22,"Knicks","Raptors",-105,203.5
2015,2016-02-22,"Celtics","Timberwolves",-108,218.5
2015,2016-02-22,"Timberwolves","Celtics",-102,218.5
2015,2016-02-22,"Lakers","Bucks",-105,210
2015,2016-02-22,"Bucks","Lakers",-105,210
2015,2016-02-22,"Warriors","Hawks",-108,226.5
2015,2016-02-22,"Hawks","Warriors",-102,226.5
2015,2016-02-22,"Suns","Clippers",-109,211
2015,2016-02-22,"Clippers","Suns",-101,211
2015,2016-02-23,"Magic","Seventysixers",-105,208.5
2015,2016-02-23,"Seventysixers","Magic",-105,208.5
2015,2016-02-23,"Pelicans","Wizards",-105,217.5
2015,2016-02-23,"Wizards","Pelicans",-105,217.5
2015,2016-02-23,"Rockets","Jazz",-105,204
2015,2016-02-23,"Jazz","Rockets",-105,204
2015,2016-02-23,"Kings","Nuggets",-105,223
2015,2016-02-23,"Nuggets","Kings",-105,223
2015,2016-02-23,"Nets","Trailblazers",-105,212.5
2015,2016-02-23,"Trailblazers","Nets",-105,212.5
2015,2016-02-24,"Knicks","Pacers",-110,202
2015,2016-02-24,"Pacers","Knicks",100,202
2015,2016-02-24,"Hornets","Cavaliers",-105,208
2015,2016-02-24,"Cavaliers","Hornets",-105,208
2015,2016-02-24,"Seventysixers","Pistons",-105,209.5
2015,2016-02-24,"Pistons","Seventysixers",-105,209.5
2015,2016-02-24,"Timberwolves","Raptors",-105,211.5
2015,2016-02-24,"Raptors","Timberwolves",-105,211.5
2015,2016-02-24,"Warriors","Heat",-102,218.5
2015,2016-02-24,"Heat","Warriors",-108,218.5
2015,2016-02-24,"Lakers","Grizzlies",100,207.5
2015,2016-02-24,"Grizzlies","Lakers",-110,207.5
2015,2016-02-24,"Wizards","Bulls",-110,212
2015,2016-02-24,"Bulls","Wizards",100,212
2015,2016-02-24,"Thunder","Mavericks",-101,215
2015,2016-02-24,"Mavericks","Thunder",-109,215
2015,2016-02-24,"Nuggets","Clippers",-105,214
2015,2016-02-24,"Clippers","Nuggets",-105,214
2015,2016-02-24,"Spurs","Kings",102,219.5
2015,2016-02-24,"Kings","Spurs",-113,219.5
2015,2016-02-25,"Warriors","Magic",-105,223.5
2015,2016-02-25,"Magic","Warriors",-105,223.5
2015,2016-02-25,"Bucks","Celtics",-110,215
2015,2016-02-25,"Celtics","Bucks",100,215
2015,2016-02-25,"Thunder","Pelicans",-105,222
2015,2016-02-25,"Pelicans","Thunder",-105,222
2015,2016-02-25,"Nets","Suns",-105,208.5
2015,2016-02-25,"Suns","Nets",-105,208.5
2015,2016-02-25,"Rockets","Trailblazers",-110,218.5
2015,2016-02-25,"Trailblazers","Rockets",100,218.5
2015,2016-02-25,"Spurs","Jazz",-105,193.5
2015,2016-02-25,"Jazz","Spurs",-105,193.5
2015,2016-02-26,"Wizards","Seventysixers",-104,217
2015,2016-02-26,"Seventysixers","Wizards",-106,217
2015,2016-02-26,"Hornets","Pacers",-108,204
2015,2016-02-26,"Pacers","Hornets",-102,204
2015,2016-02-26,"Magic","Knicks",-108,209
2015,2016-02-26,"Knicks","Magic",-102,209
2015,2016-02-26,"Cavaliers","Raptors",-107,206
2015,2016-02-26,"Raptors","Cavaliers",-103,206
2015,2016-02-26,"Bulls","Hawks",-105,209
2015,2016-02-26,"Hawks","Bulls",-105,209
2015,2016-02-26,"Nuggets","Mavericks",-113,207.5
2015,2016-02-26,"Mavericks","Nuggets",102,207.5
2015,2016-02-26,"Clippers","Kings",-108,218.5
2015,2016-02-26,"Kings","Clippers",-102,218.5
2015,2016-02-26,"Grizzlies","Lakers",-108,213
2015,2016-02-26,"Lakers","Grizzlies",-102,213
2015,2016-02-27,"Heat","Celtics",-103,210.5
2015,2016-02-27,"Celtics","Heat",-107,210.5
2015,2016-02-27,"Timberwolves","Pelicans",100,218.5
2015,2016-02-27,"Pelicans","Timberwolves",-110,218.5
2015,2016-02-27,"Spurs","Rockets",-106,213.5
2015,2016-02-27,"Rockets","Spurs",-104,213.5
2015,2016-02-27,"Trailblazers","Bulls",-109,210
2015,2016-02-27,"Bulls","Trailblazers",-101,210
2015,2016-02-27,"Pistons","Bucks",100,204
2015,2016-02-27,"Bucks","Pistons",-110,204
2015,2016-02-27,"Warriors","Thunder",-113,233
2015,2016-02-27,"Thunder","Warriors",102,233
2015,2016-02-27,"Nets","Jazz",-108,197.5
2015,2016-02-27,"Jazz","Nets",-102,197.5
2015,2016-02-27,"Grizzlies","Suns",-104,208.5
2015,2016-02-27,"Suns","Grizzlies",-106,208.5
2015,2016-02-28,"Cavaliers","Wizards",-113,205.5
2015,2016-02-28,"Wizards","Cavaliers",102,205.5
2015,2016-02-28,"Hornets","Hawks",-110,201
2015,2016-02-28,"Hawks","Hornets",100,201
2015,2016-02-28,"Raptors","Pistons",-103,200.5
2015,2016-02-28,"Pistons","Raptors",-107,200.5
2015,2016-02-28,"Trailblazers","Pacers",-107,207
2015,2016-02-28,"Pacers","Trailblazers",-103,207
2015,2016-02-28,"Seventysixers","Magic",-103,213.5
2015,2016-02-28,"Magic","Seventysixers",-107,213.5
2015,2016-02-28,"Timberwolves","Mavericks",100,211
2015,2016-02-28,"Mavericks","Timberwolves",-110,211
2015,2016-02-28,"Heat","Knicks",-102,197
2015,2016-02-28,"Knicks","Heat",-108,197
2015,2016-02-29,"Pacers","Cavaliers",-104,202.5
2015,2016-02-29,"Cavaliers","Pacers",-106,202.5
2015,2016-02-29,"Seventysixers","Wizards",102,215
2015,2016-02-29,"Wizards","Seventysixers",-113,215
2015,2016-02-29,"Jazz","Celtics",-105,205
2015,2016-02-29,"Celtics","Jazz",-105,205
2015,2016-02-29,"Rockets","Bucks",-108,215
2015,2016-02-29,"Bucks","Rockets",-102,215
2015,2016-02-29,"Grizzlies","Nuggets",-105,204
2015,2016-02-29,"Nuggets","Grizzlies",-105,204
2015,2016-02-29,"Thunder","Kings",102,227.5
2015,2016-02-29,"Kings","Thunder",-113,227.5
2015,2016-02-29,"Nets","Clippers",-105,213
2015,2016-02-29,"Clippers","Nets",-105,213
2015,2016-03-01,"Suns","Hornets",-107,209.5
2015,2016-03-01,"Hornets","Suns",-103,209.5
2015,2016-03-01,"Trailblazers","Knicks",-110,209.5
2015,2016-03-01,"Knicks","Trailblazers",100,209.5
2015,2016-03-01,"Bulls","Heat",-103,201.5
2015,2016-03-01,"Heat","Bulls",-107,201.5
2015,2016-03-01,"Magic","Mavericks",-110,214.5
2015,2016-03-01,"Mavericks","Magic",100,214.5
2015,2016-03-01,"Nets","Lakers",-108,212
2015,2016-03-01,"Lakers","Nets",-102,212
2015,2016-03-01,"Hawks","Warriors",-113,213
2015,2016-03-01,"Warriors","Hawks",102,213
2015,2016-03-02,"Bulls","Magic",-101,215.5
2015,2016-03-02,"Magic","Bulls",-109,215.5
2015,2016-03-02,"Hornets","Seventysixers",-105,210
2015,2016-03-02,"Seventysixers","Hornets",-105,210
2015,2016-03-02,"Trailblazers","Celtics",-102,220.5
2015,2016-03-02,"Celtics","Trailblazers",-108,220.5
2015,2016-03-02,"Jazz","Raptors",-106,193
2015,2016-03-02,"Raptors","Jazz",-104,193
2015,2016-03-02,"Kings","Grizzlies",-105,215
2015,2016-03-02,"Grizzlies","Kings",-105,215
2015,2016-03-02,"Pelicans","Rockets",-109,223
2015,2016-03-02,"Rockets","Pelicans",-101,223
2015,2016-03-02,"Wizards","Timberwolves",-110,219
2015,2016-03-02,"Timberwolves","Wizards",100,219
2015,2016-03-02,"Pacers","Bucks",-102,206.5
2015,2016-03-02,"Bucks","Pacers",-108,206.5
2015,2016-03-02,"Pistons","Spurs",-107,201
2015,2016-03-02,"Spurs","Pistons",-103,201
2015,2016-03-02,"Lakers","Nuggets",-105,213
2015,2016-03-02,"Nuggets","Lakers",-105,213
2015,2016-03-02,"Thunder","Clippers",-105,218.5
2015,2016-03-02,"Clippers","Thunder",-105,218.5
2015,2016-03-03,"Suns","Heat",-105,208.5
2015,2016-03-03,"Heat","Suns",-105,208.5
2015,2016-03-03,"Spurs","Pelicans",-105,208
2015,2016-03-03,"Pelicans","Spurs",-105,208
2015,2016-03-03,"Kings","Mavericks",-108,223
2015,2016-03-03,"Mavericks","Kings",-102,223
2015,2016-03-03,"Thunder","Warriors",-105,230.5
2015,2016-03-03,"Warriors","Thunder",-105,230.5
2015,2016-03-04,"Heat","Seventysixers",-103,209
2015,2016-03-04,"Seventysixers","Heat",-107,209
2015,2016-03-04,"Pacers","Hornets",102,202
2015,2016-03-04,"Hornets","Pacers",-113,202
2015,2016-03-04,"Suns","Magic",-115,216.5
2015,2016-03-04,"Magic","Suns",104,216.5
2015,2016-03-04,"Trailblazers","Raptors",-107,208.5
2015,2016-03-04,"Raptors","Trailblazers",-103,208.5
2015,2016-03-04,"Knicks","Celtics",-107,210.5
2015,2016-03-04,"Celtics","Knicks",-103,210.5
2015,2016-03-04,"Wizards","Cavaliers",-105,210
2015,2016-03-04,"Cavaliers","Wizards",-105,210
2015,2016-03-04,"Jazz","Grizzlies",-105,192
2015,2016-03-04,"Grizzlies","Jazz",-105,192
2015,2016-03-04,"Timberwolves","Bucks",-106,215.5
2015,2016-03-04,"Bucks","Timberwolves",-104,215.5
2015,2016-03-04,"Nets","Nuggets",-109,209
2015,2016-03-04,"Nuggets","Nets",-101,209
2015,2016-03-04,"Hawks","Lakers",-105,203
2015,2016-03-04,"Lakers","Hawks",-105,203
2015,2016-03-05,"Jazz","Pelicans",-103,195.5
2015,2016-03-05,"Pelicans","Jazz",-107,195.5
2015,2016-03-05,"Celtics","Cavaliers",-105,212
2015,2016-03-05,"Cavaliers","Celtics",-105,212
2015,2016-03-05,"Pacers","Wizards",-108,207
2015,2016-03-05,"Wizards","Pacers",-102,207
2015,2016-03-05,"Pistons","Knicks",-104,200.5
2015,2016-03-05,"Knicks","Pistons",-106,200.5
2015,2016-03-05,"Nets","Timberwolves",-106,210.5
2015,2016-03-05,"Timberwolves","Nets",-104,210.5
2015,2016-03-05,"Kings","Spurs",-107,212.5
2015,2016-03-05,"Spurs","Kings",-103,212.5
2015,2016-03-05,"Rockets","Bulls",-108,216
2015,2016-03-05,"Bulls","Rockets",-102,216
2015,2016-03-05,"Hawks","Clippers",-105,201.5
2015,2016-03-05,"Clippers","Hawks",-105,201.5
2015,2016-03-06,"Warriors","Lakers",100,222
2015,2016-03-06,"Lakers","Warriors",-110,222
2015,2016-03-06,"Thunder","Bucks",-106,219.5
2015,2016-03-06,"Bucks","Thunder",-104,219.5
2015,2016-03-06,"Suns","Grizzlies",100,205
2015,2016-03-06,"Grizzlies","Suns",-110,205
2015,2016-03-06,"Mavericks","Nuggets",-105,209.5
2015,2016-03-06,"Nuggets","Mavericks",-105,209.5
2015,2016-03-06,"Trailblazers","Pistons",-108,207.5
2015,2016-03-06,"Pistons","Trailblazers",-102,207.5
2015,2016-03-06,"Seventysixers","Heat",-110,210.5
2015,2016-03-06,"Heat","Seventysixers",100,210.5
2015,2016-03-06,"Rockets","Raptors",-106,214.5
2015,2016-03-06,"Raptors","Rockets",-104,214.5
2015,2016-03-07,"Timberwolves","Hornets",-113,215
2015,2016-03-07,"Hornets","Timberwolves",102,215
2015,2016-03-07,"Grizzlies","Cavaliers",-106,198.5
2015,2016-03-07,"Cavaliers","Grizzlies",-104,198.5
2015,2016-03-07,"Spurs","Pacers",-104,195.5
2015,2016-03-07,"Pacers","Spurs",-106,195.5
2015,2016-03-07,"Kings","Pelicans",-108,219.5
2015,2016-03-07,"Pelicans","Kings",-102,219.5
2015,2016-03-07,"Bucks","Bulls",-110,212
2015,2016-03-07,"Bulls","Bucks",100,212
2015,2016-03-07,"Clippers","Mavericks",-110,208.5
2015,2016-03-07,"Mavericks","Clippers",100,208.5
2015,2016-03-07,"Magic","Warriors",100,226
2015,2016-03-07,"Warriors","Magic",-110,226
2015,2016-03-08,"Nets","Raptors",-105,209
2015,2016-03-08,"Raptors","Nets",-105,209
2015,2016-03-08,"Spurs","Timberwolves",-105,206.5
2015,2016-03-08,"Timberwolves","Spurs",-105,206.5
2015,2016-03-08,"Hawks","Jazz",-110,192
2015,2016-03-08,"Jazz","Hawks",100,192
2015,2016-03-08,"Knicks","Nuggets",-105,206
2015,2016-03-08,"Nuggets","Knicks",-105,206
2015,2016-03-08,"Wizards","Trailblazers",-110,213.5
2015,2016-03-08,"Trailblazers","Wizards",100,213.5
2015,2016-03-08,"Magic","Lakers",-105,213
2015,2016-03-08,"Lakers","Magic",-105,213
2015,2016-03-09,"Heat","Bucks",-110,199
2015,2016-03-09,"Bucks","Heat",100,199
2015,2016-03-09,"Pelicans","Hornets",-107,209
2015,2016-03-09,"Hornets","Pelicans",-103,209
2015,2016-03-09,"Rockets","Seventysixers",-101,221.5
2015,2016-03-09,"Seventysixers","Rockets",-109,221.5
2015,2016-03-09,"Grizzlies","Celtics",-101,210.5
2015,2016-03-09,"Celtics","Grizzlies",-109,210.5
2015,2016-03-09,"Pistons","Mavericks",-103,206.5
2015,2016-03-09,"Mavericks","Pistons",-107,206.5
2015,2016-03-09,"Clippers","Thunder",-109,215
2015,2016-03-09,"Thunder","Clippers",-101,215
2015,2016-03-09,"Cavaliers","Kings",-112,218
2015,2016-03-09,"Kings","Cavaliers",102,218
2015,2016-03-09,"Knicks","Suns",-105,207.5
2015,2016-03-09,"Suns","Knicks",-105,207.5
2015,2016-03-09,"Jazz","Warriors",-110,209
2015,2016-03-09,"Warriors","Jazz",100,209
2015,2016-03-10,"Hawks","Raptors",-110,202
2015,2016-03-10,"Raptors","Hawks",100,202
2015,2016-03-10,"Bulls","Spurs",100,201.5
2015,2016-03-10,"Spurs","Bulls",-110,201.5
2015,2016-03-10,"Suns","Nuggets",-105,215
2015,2016-03-10,"Nuggets","Suns",-105,215
2015,2016-03-10,"Cavaliers","Lakers",100,212
2015,2016-03-10,"Lakers","Cavaliers",-110,212
2015,2016-03-11,"Nets","Seventysixers",-105,210
2015,2016-03-11,"Seventysixers","Nets",-105,210
2015,2016-03-11,"Pistons","Hornets",-109,202.5
2015,2016-03-11,"Hornets","Pistons",-101,202.5
